"title","conference_name","url"
"Deep Connection: Making Virtual Reality Artworks with Medical Scan Data","VISAP 2021",NULL
"HeartBees: Visualizing Crowd Affects","VISAP 2020",NULL
"Tsuga Convictio: Visualizing for the ecological, feminine, and embodied","VISAP 2020",NULL
"Printmaking, Puzzles, and Studio Closets: Using Artistic Metaphors to Reimagine the User Interface for Designing Immersive Visualizations","VISAP 2020",NULL
"Tied in Knots: A Case Study on Anthropographic Data Visualization About Sexual Harassment in the Academy","VISAP 2020",NULL
"Leander: Navigating Musical Possibility Space Through Color Data Sonification","VISAP 2020",NULL
"Live performance in digital environments","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"Dreaming of new musical interaction – the interactive music in the project Dream","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"Performer perspectives: managing the creative process in virtual environments. In conversation with the performers in Dream","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"Dancing invisible duets: using volumetric capture to create one-to-one performance in virtual reality","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"Exploring the impact of machine learning on dance performance: a systematic review","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"The Nāṭyaśāstra and virtual metatheatre","International Journal of Performance Arts and Digital Media, Volume 20, Issue 1 (2024)",NULL
"From telepresence to teletrust","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Experiments in Zoomumentary – telepresence and absence beyond the grid*","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Telematic music transmission, resistance and touch","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Reframing videotelephony through coexistence and empathy in the third space","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Re-presencing telematic dreaming – awakening a critical feminist phenomenology","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Tele_Trust and Touch My Touch: co-creating social touch and trust experience through telematic platforms","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Ambiguous Devices as an example of a networked relational encounter","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Tuning one and other","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Participatory presence – social connectedness through collaborative art practices","International Journal of Performance Arts and Digital Media, Volume 20, Issue 2 (2024)",NULL
"Framing hybrid futures in the Anthropocene","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Cripping hybrid futures","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"‘Curtains, music and stages’ in Zoom theatre: framing devices in Coney’s Telephone","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Threatened in the making: institutional consolidation and precariousness in the independent performing arts in Europe","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Data embodiment: approaching the body as a choreographic medium for performing abstract data","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Social VR and the continuing reinvention of local in theatre and performance","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Re-socializing emptied spaces: a queer-feminist performance, the theatrical apparatus and its (post)pandemic epistemology","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"City Dionysia: narrating wasteland in urban life","International Journal of Performance Arts and Digital Media, Volume 19, Issue 1 (2023)",NULL
"Live coding choreography: real-time programming with Terpsicode","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"Audiovisual gesture and spectromorphology: the Invalid Data W.E.S.T. project","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"Considering digital art museums in the era of mass extinction: exploring digital zoos and aquariums through posthuman thinking","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"New social contracts and digital intimacy in mammalian diving reflex’s the lockdown resolution","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"In search of synchresis: an examination of compositional approaches in new audiovisual works for solo electric guitar and visual projections","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"The black box aesthetics: performative dynamics between artificial intelligence and human interactive staging","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"Mixed reality in threatened environments","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"Pseudorandom: generative animation as performance in Emergent (2020–2022)","International Journal of Performance Arts and Digital Media, Volume 19, Issue 2 (2023)",NULL
"Naked data: curating Wikidata as an artistic medium to interpret prehistoric figurines","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"A surviving camera: reorganized choreographies for the long mode of change","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Telematic performance enforced by the pandemic: NeuroKnitting Beethoven","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Ethical aspects of integrating AI expert models in the process of retrieval and use of ICH registry material","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"It’s not just about technology! Creativity as a driving force for nurturing the development of skills for digital performance","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"The immersive archive","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Home-specific performance and the digital staging of the domestic in Flanker Origami","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Equality, findability, sustainability: the challenges and rewards of open digital humanities data","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Colored Strip Patterns and Front-Back Symmetry in Warp-Faced Pre-Columbian Textiles","Leonardo - Volume 53 Issue 3",NULL
"Chronicle of Mud: Cross-Disciplinary Conversation Extends Our Perception in the Anthropocene","Leonardo - Volume 53 Issue 3",NULL
"Surely You Must Be Joking, Mr. Twain! Reengaging Science Students through Visual Aesthetics","Leonardo - Volume 53 Issue 3",NULL
"Of Metaphors and Molecules: Figurative Language Bridging STEM and the Arts in Education","Leonardo - Volume 53 Issue 3",NULL
"Digital Sustainability: from Resilience to Transformation","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"The closest and the farthest away: telling intermedial spatial stories in National Theatre Live – the case of Julius Caesar","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Personalising prosthetics: digital interventions in disability and dance","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Open justice transformations impacting extended reality (XR) environments","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"The ‘Bichi’ project metabolic pathways, biological food chains, and global networks","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"The transformation of design platform under system thinking","International Journal of Performance Arts and Digital Media, Volume 19, Issue 3 (2023)",NULL
"Covid-19: theatre goes digital – provocations","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"From video streaming to virtual reality worlds: an academic, reflective, and creative study on live theatre and performance in the metaverse","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"XR Ulysses: addressing the disappointment of cancelled site-specific re-enactments of Joycean literary cultural heritage on Bloomsday","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"A Telepresence Stage: or how to create theatre in a pandemic – project report","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"A datalogical reading of online performance","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"UBUmaterial: building a performative archive on Instagram","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"Viral Theatres’ Pandemic Playbook - Documenting German theatre during COVID-19","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"Theatre minus physical coexistence – a glimpse into theatrical experimentations in Greece during the pandemic","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"We are in the Army Now: a queer, mediatized, Covid-era theater show","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"A hefty dose of lemons: the importance of rituals for audiences and performers at the online Edinburgh Festival Fringe 2020","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"Internet theatre and the historical consciousness of the Covid-19 era","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"Gravel Maraboutage: a brief manifesto","International Journal of Performance Arts and Digital Media, Volume 18, Issue 1 (2022)",NULL
"TechNO-fixes?: performances within ecological emergencies","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"Scaling Australian intermedial theatre: towards a new design methodology for sustainable performance creation and touring of complex visual theatre","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"Slow Down (You Move Too Fast): designing mechanics to encourage practices of ecological perception through mobile digital performances","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"Autonomy of experience: time, space, path and place as blended artistic methodology in MAP, an online, interactive poetry experience","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"Wrestling with technology: audiences, politics and the ecosystems of attendance during COVID-19","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"From Techno-Junk to Lifeworld-Device: notes on technological appropriation beyond the myth of progress","International Journal of Performance Arts and Digital Media, Volume 18, Issue 2 (2022)",NULL
"Technology and spirituality in Etsuko Ichihara's ludic media art","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Music, performance, and preservation: insights into documentation strategies for music theatre works","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Vactor ontologies: framing acting within a motion capture context","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Locative media communities, social media and cultures of enthusiasm","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Parks as performance: wilderness and colonial ecological violence in ""The Hidden Worlds of the National Parks""","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Reframing performance’s ontology: hybridity in contemporary performance art’s ontology","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Telematic Sublime: anti-racist Zoom play in the time of COVID-19","International Journal of Performance Arts and Digital Media, Volume 18, Issue 3 (2022)",NULL
"Somatic Sauce 2020 – annotating Love Therapy and celebration","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Entering a dance performance through multimodal annotation: annotating with scores","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Tags and tracks and annotations – research video as a new form of publication of embodied knowledge","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"ancestors: an illuminated video","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Emergent Knowledge in the Third Space of Art-Science","Leonardo - Volume 53 Issue 3",NULL
"Lab Brazil: Parquear Bando digital annotation: on digital scores for collective performance interventions in public spaces","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Differentiating (an)notation practices: an artist-scholar’s observation","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Comparative video annotation and visual literacy: performance analysis of Rina Yerushalmi’s theatre language","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Digital dance writing. A teaching tool to support the understanding of Digital Choreography","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Moving, annotating, learning: MotionNotes LabDays - a case study","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Speculative annotation on human dance improvisations and their digital configurations","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"‘I gave that cue.’ Integrating dance studies, praxeology, and computational perspectives to model change in the case study of William Forsythe’s Duo","International Journal of Performance Arts and Digital Media, Volume 17, Issue 1 (2021)",NULL
"Affiliated issue with 2020 College Art Association Annual Conference, ‘flesh and circuit: rethinking performance and technology’ (Chicago, IL, USA)","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Across the Nebraska Border and the virtual-material divide: contextualizing Shu Lea Cheang’s Brandon, 1994–1999","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Retro arcade games as expressive and performative interfaces","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Fear of missing out: performance art through the lens of participatory culture","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Performing the cyborg self: explicit and implicit examples of body hacking the distributed self","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Performative Topologies – small gestures from within","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Syntonic Refuge: performing LabSynthE","International Journal of Performance Arts and Digital Media, Volume 17, Issue 2 (2021)",NULL
"Performing with/for the algae world in the Anthropocene. Burton Nitta’s Algaculture projects","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Newness and openness in new media arts and digital performances: contextualizing Greece in the Balkan scene","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Documenting acousmatic music interpretation: a developmental framework based on cross self-confrontations","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Mapping the hyperlocal body: queer interventions in the performances of Felipe Rivas San Martín","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Not there: dark matter in Samuel Beckett’s Footfalls","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Representations of everyday life in İnci Eviner’s We, Elsewhere: comedy, use and free will","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Epoch wars: negotiating artistic agency in deep and shallow time","International Journal of Performance Arts and Digital Media, Volume 17, Issue 3 (2021)",NULL
"Enactive spectatorship, critical making, and dramaturgical analysis: building Something Wicked, the Macbeth video game","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"Strategies and tactics in Skyrim through virtual reality: the VR–HMD as a model for disciplining in the twenty-first century","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"Step, step, rest, step: challenging age-related norms and biometric bodies through self-tracking data-rematerialization","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"Cyberformance: towards a transnational user-response theory","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"The Justice Syndicate: using iPads to increase the intensity of participation, conduct agency and encourage flow in live interactive performance","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"Choreographing the nonhuman: cross-cultural entanglements and technologies of capture in Zuni Icosahedron’s and Zurich University of the Arts’ Z/Z Twin Lab","International Journal of Performance Arts and Digital Media, Volume 16, Issue 1 (2020)",NULL
"New ways of seeing, feeling, being: intimate encounters in virtual reality performance","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"Rich Kids: A History of Shopping Malls in Tehran and The Believers Are but Brothers - digital lack and excess in a postdigital age","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"On theatre mediatisation: exploring transmediality in Aldo Morto 54","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"Bio-camera and bio-screen: inclusive use of smartphone in the context of performer training","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"Here we are sitting in a room waiting for Waiting for Brexit","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"The post-immersive manifesto","International Journal of Performance Arts and Digital Media, Volume 16, Issue 2 (2020)",NULL
"The zoom function","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Remote viewing: a brief historical inquiry into theatre and social distance","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Telematic connections: sensing, feeling, being in space together","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"A year (in five months) of living dangerously: hidden intimacies in Zoom exigencies","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"I will teach you in a room, I will teach you now on Zoom","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"William Shakespeare’s Much A-Zoom About Nothing","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Viral zoom: COVID-19 as multi-scalar immune failure","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Existential dramaturgy and video games","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Performing virtual bodies","International Journal of Performance Arts and Digital Media, Volume 16, Issue 3 (2020)",NULL
"Arts and Gaming, Convergent Feminism and Speculative Futures","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"These Gray Hairs Really Scream Out at me: the Confessional I and Autofiction as Feminist Writing in Gray Hairs","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Digitálias: a Women Art Collective in the Fight Against Gender Violence Through Co-Creative Net Art","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Exploring Empathy and Intersectionality in Gaming: a Case Study of Sweetxheart (Small, 2019)","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Instructions and Reflections on How to Play with Time: an Illustrated Story Around the Futuroscopio","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Toward an Artist-Centred AI","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"The Human-World Relation Mediated by Images","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Video Games Against the Male Gaze","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"A Mani-Pedi-Anti-Counter-FESTO for Queer Screen Production Practice","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Narrative Structure in ""Pulp Fiction""","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Beyond Non-Linearity: Tracing ""Pulp Fiction""’s Structure and Meaning","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Review: From Reproducing to Passing On - Publishing as Part of a Critical Spatial Practice","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Review: Playing at a Distance - Borderlands of Videogame Aesthetic","Journal of Science and Technology of the Arts Vol 15 No 2 (2023)",NULL
"Co-Creating a Community VR Opera: An Analysis of the Final Opera in the Framework of a Co-Creation Process","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"A Study on the Expansion of the Audiences’ Aesthetic Experience by Applying the Punctum in Interactive Installations","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Conceptualization of Change","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Change in Meanings in Psychotherapy: A Commentary on the Essay 'Conceptualization of Change'","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Our Families","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"'Our Families' by Marta Pinto: An Audiovisual Essay on 'A Portuguese Farewell' and 'Tokyo Story'","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Storytelling For A Non-Foreclosed World: A Conversation With Manthia Diawara","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Farewell to Critical Theory","Journal of Science and Technology of the Arts Vol 15 No 1 (2023)",NULL
"Introduction: Animation Between Theory and Practice","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Time-Critical Animation: Comics, Cartoons, Computers","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Serious Games for Physical Rehabilitation: Aesthetic discrepancies between custom-made serious games and commercial titles used for healthcare","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Garrano","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Ice Merchants","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Rafa and David: ""Us"" vs ""Them""","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Two Films of João Salaviza: Towards a Cinema of Impermanence, After an Audiovisual Essay by Cátia Diogo","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"A new language of truth: the role of animation in a fast changing world","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Fascinating Museological Audiences, or the Cinematic Appeal","Journal of Science and Technology of the Arts Vol 14 No 3 (2022)",NULL
"Interactive Evolution of a Bicontinuous Structure","Leonardo - Volume 53 Issue 3",NULL
"Leonardo STEAM Initiative on Education Introduction","Leonardo - Volume 53 Issue 3",NULL
"Cocreation Across Spaces of Uncertainty: Interdisciplinary Research and Collaborative Learning","Leonardo - Volume 53 Issue 3",NULL
"Introduction: Post-Photographic Truths: Poetics vs Politics","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Erased","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"On Memory and Post-Truth: Through the Family Album","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"All the Sites: Fragments of a Close Landscape","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Notes from the Underdog","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Cultivating Property","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"On ‘Notes From the Underdog’","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"An Essay on Dorothea Lange’s “Migrant Mother”","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Roy DeCarava: Selected Works","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"The Petrified Object and the Poetics of Time in Cinema","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Time In Cinema And Modern Art: Reflections Inspired By Farshad Zahedi’s “The Petrified Object And The Poetics Of Time In Cinema”","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Trading Zones: Camera Work in Artistic and Ethnographic Research","Journal of Science and Technology of the Arts Vol 14 No 2 (2022)",NULL
"Analysis of the narrative communication characteristics of virtual reality experiences: meaning-making components of the immersive story","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"Image philosophy for reading glitch art","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"ARTificial intelligence raters. Neural networks for rating pictorial expression","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"Movement, framework, cut","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"Memory landscapes in Rodrigo Areias’ films. After an audiovisual essay by Nuno Dias","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"In search of the Lisbon Lazaretto","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"Against the triumph of appearance: scattered notes on Madalena Miranda’s ""In search of the Lisbon Lazaretto"" and other isolations","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"How to land on Earth. From critical zones to the terrestrial","Journal of Science and Technology of the Arts Vol 14 No 1 (2022)",NULL
"Critical Approaches Towards (A New) Arts Education","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Governmentality and the Arts That Matter: Producing the Conformed, Flexible and Creative Pupil Since the Turn of the 20th Century","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Afro Re-Existence in the School Of Arts","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Moving in Between Resistances: An Axis-Thought on Choreographic Creation in an Educational Context","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Diverse Cultural Thought In The European Context Through Music Collaboration Networks","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Listening To Teachers’ Voices: Constructs On Music Performance Anxiety In Artistic Education","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Conceptual Photography and Critical Learning of the Visual Arts in the University Context. Educational Experience With Future Teachers","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Akson, an Audio-Visual Environment for Networked Interaction and Performance","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"The Kiss: The Obscene Off The Scene","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Obscenity, Pornography, Morality: Moral Power as Carnal Resonance","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"The Imperfect Sides of a Perfect Circle (Morality Towards Love)","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"The Ambiguous Geometry of Relationships: A Brief Analysis of How to Draw a Perfect Circle after a video essay by Marisa Alves Pedro","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"From Strategic Effects to Tactical Affects","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Review: Voice Becomes a Field of Study","Journal of Science and Technology of the Arts Vol 13 No 2 (2021)",NULL
"Toward a Critical NeuroArt for a Critical Neuroscience","Leonardo - Volume 53 Issue 2",NULL
"InnerBody: Using Interactive and Multisensory Interfaces to Design Behavioral Change","Leonardo - Volume 53 Issue 2",NULL
"A Cautionary Tale of Urban Media Art: Media-Bait, Planned Censorship and Its Repercussions","Leonardo - Volume 53 Issue 2",NULL
"A Performed Solution to the Pythagorean Problem: The Three Bodies Project","Leonardo - Volume 53 Issue 2",NULL
"Sebastian’s Space and Forms","Leonardo - Volume 53 Issue 2",NULL
"Symmetry in European Regional Folk Dress: A Multidisciplinary Analysis","Leonardo - Volume 53 Issue 2",NULL
"Introduction: “Is There a Place (Still) For Criticism?”","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"”Only as Self-Relating Negativity”: Infrastructure and Critique","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"The Immanence Of Criticism","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"Excerpts of ""All that Beauty""","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"The Origin of Art Criticism and What Remains of it Today","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"Contemporary phantasmagorias","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"The Invisible Family","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"The Political and Social Depths of the Melodrama, After an Audiovisual Essay by Francisco Dias","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"Experimenting post-colonial film landscapes: A conversation with Ana Vaz","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"V. F. Perkins On Movies - Collected Shorter Film Criticism: ‘Play It Again’ or The Film World Under Inspection","Journal of Science and Technology of the Arts Vol 13 No 3 (2021)",NULL
"Audible (Art): The invisible connections","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"Music Derived from Other Sources","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"DIS_turbation: An Artistic Approach to Foster Nature-Connectedness","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"Julião Sarmento: The Innuendo of the Real","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"Roy Andersson: The Essence of the Complex Image","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"Perspectives on the Future for Sonic Writers","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"Learning by Listening with Plants","Journal of Science and Technology of the Arts Vol 13 No 1 (2021)",NULL
"O-City: Implementation of an Innovative Multimedia Platform for Promoting Orange Economy","Journal on Computing and Cultural Heritage Volume 17, Issue 1",NULL
