"name","is_institution","formal_version","chinese_name","related_university"
"National Chiao Tung University",False,"National Chiao Tung University","国立交通大学",NULL
"National Institute of Advanced Industrial Science and Technology",True,"National Institute of Advanced Industrial Science and Technology","日本产业技术综合研究所",NULL
"National Institute of Design",False,"National Institute of Design","国家设计学院",NULL
"National Institute of Research and Development for Optoelectronics - INOE 2000",True,"National Institute of Research and Development for Optoelectronics - INOE 2000","国家光电子研究与发展研究所（INOE 2000）",NULL
"National Institute of Technology",False,"National Institute of Technology","日本国立技术学院",NULL
"National Institute of Water and Atmospheric Research",True,"National Institute of Water and Atmospheric Research","国家水与大气研究所",NULL
"National Marine Mammal Foundation",True,"National Marine Mammal Foundation","国家海洋哺乳动物基金会",NULL
"National Museum of Finland",True,"National Museum of Finland","芬兰国家博物馆",NULL
"National Oceanic and Atmospheric Administration",True,"National Oceanic and Atmospheric Administration","美国国家海洋和大气管理局",NULL
"National Research University of Electronic Technology",False,"National Research University of Electronic Technology","国立电子技术研究大学",NULL
"National Taipei University of Technology",False,"National Taipei University of Technology","国立台北科技大学",NULL
"National Taiwan Normal University",False,"National Taiwan Normal University","国立台湾师范大学",NULL
"National Taiwan University",False,"National Taiwan University","国立台湾大学",NULL
"National Taiwan University of Science and Technology",False,"National Taiwan University of Science and Technology","国立台湾科技大学",NULL
"National Technical University of Athens",False,"National Technical University of Athens","雅典国立技术大学",NULL
"National Tsing Hua University",False,"National Tsing Hua University","国立清华大学",NULL
"National University of Defense Technology",False,"National University of Defense Technology","国防科技大学",NULL
"National University of Galway",False,"National University of Galway","国立戈尔韦大学",NULL
"National University of Ireland, Galway",False,"National University of Ireland, Galway","爱尔兰国立大学戈尔韦分校",NULL
"National University of Science & Technology",False,"National University of Science & Technology","国立科技大学",NULL
"National University of Singapore",False,"National University of Singapore","新加坡国立大学",NULL
"National Yang Ming Chiao Tung University",False,"National Yang Ming Chiao Tung University","国立阳明交通大学",NULL
"NAVER WEBTOON Corp.",True,"NAVER WEBTOON Corp.","NAVER漫画公司",NULL
"Nelson Mandela University",False,"Nelson Mandela University","纳尔逊·曼德拉大学",NULL
"New Drama Studio",True,"New Drama Studio","新戏剧工作室",NULL
"New School for Social Research",False,"New School for Social Research","新社会研究学院",NULL
"New York University",False,"New York University","纽约大学",NULL
"New York University Shanghai",False,"New York University Shanghai","上海纽约大学",NULL
"Newcastle University",False,"Newcastle University","纽卡斯尔大学",NULL
"Next Vision S.R.L",True,"Next Vision S.R.L","Next Vision公司",NULL
"Nihon University",False,"Nihon University","日本大学",NULL
"NingboTech University",False,"NingboTech University","宁波工程学院",NULL
"Nokia Bell Labs",True,"Nokia Bell Labs","诺基亚贝尔实验室",NULL
"Nord University",False,"Nord University","北极大学",NULL
"North Carolina State University",False,"North Carolina State University","北卡罗来纳州立大学",NULL
"Northeastern University",False,"Northeastern University","东北大学",NULL
"Northern Arizona University",False,"Northern Arizona University","北亚利桑那大学",NULL
"Northern Illinois University",False,"Northern Illinois University","北伊利诺伊大学",NULL
"Northumbria University",False,"Northumbria University","诺森比亚大学",NULL
"Northwest University",False,"Northwest University","西北大学",NULL
"Northwestern University",False,"Northwestern University","西北大学",NULL
"Norwegian Bioart Arena",True,"Norwegian Bioart Arena","挪威生物艺术场",NULL
"Norwegian University of Science and Technology",False,"Norwegian University of Science and Technology","挪威科技大学",NULL
"NOVA Institute of Communication",True,"NOVA Institute of Communication","NOVA传播研究所","Universidade Nova de Lisboa"
"NOVA School of Science and Technology",False,"NOVA School of Science and Technology","NOVA科技学院",NULL
"NOVA School of Social Sciences and Humanities",False,"NOVA School of Social Sciences and Humanities","NOVA社会科学与人文学学院",NULL
"NOVA-LINCS",True,"NOVA-LINCS","NOVA-LINCS","Universidade Nova de Lisboa"
"NRW-Forum / Kunstpalast Düsseldorf",True,"NRW-Forum / Kunstpalast Düsseldorf","杜塞尔多夫NRW论坛/艺术宫",NULL
"NTT",True,"NTT","日本电信电话公司",NULL
"NVIDIA Joint-Lab on Mixed Reality, University of Nottingham Ningbo China",True,"NVIDIA Joint-Lab on Mixed Reality, University of Nottingham Ningbo China","NVIDIA混合现实联合实验室（中国宁波诺丁汉大学）","University of Nottingham Ningbo China"
"NYU Shanghai",False,"NYU Shanghai","纽约大学上海",NULL
"Oberlin College and Conservatory of Music",False,"Oberlin College and Conservatory of Music","欧柏林学院与音乐学院",NULL
"Object Relations Institute for Psychotherapy and Psychoanalysis",True,"Object Relations Institute for Psychotherapy and Psychoanalysis","物体关系心理治疗与精神分析研究所",NULL
"OCAD University",False,"OCAD University","安大略艺术设计大学",NULL
"Ocean Shores",True,"Ocean Shores","海岸之滨",NULL
"OFFIS - Institute for Information Technology",True,"OFFIS - Institute for Information Technology","OFFIS信息技术研究所",NULL
"OI.SE.AU Office for Sentient Architecture",True,"OI.SE.AU Office for Sentient Architecture","OI.SE.AU 感知建筑办公室",NULL
"Oka Consultores S.A.S.",True,"Oka Consultores S.A.S.","Oka 咨询公司",NULL
"One Project",True,"One Project","One Project",NULL
"Ontario Tech University",False,"Ontario Tech University","安大略理工大学",NULL
"Optum—United Healthcare",True,"Optum—United Healthcare","Optum—联合健康集团",NULL
"Opus Logica, Inc.",True,"Opus Logica, Inc.","Opus Logica公司",NULL
"Oregon State University",False,"Oregon State University","俄勒冈州立大学",NULL
"Osaka University of Arts",False,"Osaka University of Arts","大阪艺术大学",NULL
"Oslo Metropolitan University",False,"Oslo Metropolitan University","奥斯陆城市大学",NULL
"Oslo School of Architecture and Design",False,"Oslo School of Architecture and Design","奥斯陆建筑与设计学院",NULL
"Out of Blue",True,"Out of Blue","Out of Blue艺术机构",NULL
"Ovidius University of Constanța",False,"Ovidius University of Constanța","康斯坦察奥维迪乌斯大学",NULL
"Ozyegin University",False,"Ozyegin University","奥兹叶因大学",NULL
"Pacific Northwest College of Art",False,"Pacific Northwest College of Art","太平洋西北艺术学院",NULL
"Panjab University",False,"Panjab University","旁遮普大学",NULL
"Panthéon-Assas University Paris II",False,"Panthéon-Assas University Paris II","巴黎第二大学（先贤祠-阿萨斯大学）",NULL
"Parsons School of Design",False,"Parsons School of Design","帕森斯设计学院",NULL
"PCC Adaptive Instruments Project",True,"PCC Adaptive Instruments Project","PCC自适应乐器项目","University of Massachusetts Amherst"
"Peking University",False,"Peking University","北京大学",NULL
"Pennsylvania State University",False,"Pennsylvania State University","宾夕法尼亚州立大学",NULL
"Philipps University of Marburg",False,"Philipps University of Marburg","马尔堡菲利普大学",NULL
"Piet Zwart Institute",False,"Piet Zwart Institute","皮特·兹瓦特学院",NULL
"Pitt Rivers Museum",True,"Pitt Rivers Museum","皮特·里弗斯博物馆",NULL
"Pixar Animation Studios",True,"Pixar Animation Studios","皮克斯动画工作室",NULL
"Polish Academy of Sciences",False,"Polish Academy of Sciences","波兰科学院",NULL
"Polish-Japanese Academy of Information Technology",False,"Polish-Japanese Academy of Information Technology","波兰-日本信息技术学院",NULL
"Politecnico di Milano",False,"Politecnico di Milano","米兰理工大学",NULL
"Politecnico di Torino",False,"Politecnico di Torino","都灵理工大学",NULL
"Polytechnic Institute of Porto",False,"Polytechnic Institute of Porto","波尔图理工学院",NULL
"Polytechnique Montreal",False,"Polytechnique Montreal","蒙特利尔理工学院",NULL
"Pomona College",False,"Pomona College","波莫纳学院",NULL
"Pontifical Catholic University of Minas Gerais",False,"Pontifical Catholic University of Minas Gerais","米纳斯吉拉斯天主教大学",NULL
"Pontifical Catholic University of Rio de Janeiro",False,"Pontifical Catholic University of Rio de Janeiro","里约热内卢天主教大学",NULL
"Pontificia Universidad Católica del Ecuador",False,"Pontificia Universidad Católica del Ecuador","厄瓜多尔天主教大学",NULL
"Pontificia Universidad Javeriana",False,"Pontificia Universidad Javeriana","哈韦里亚纳天主教大学",NULL
"Porsche AG",True,"Porsche AG","保时捷股份公司",NULL
"Powerhouse Museum",True,"Powerhouse Museum","动力博物馆",NULL
"Poznan University of Technology",False,"Poznan University of Technology","波兹南理工大学",NULL
"Pratt Institute",False,"Pratt Institute","普瑞特学院",NULL
"Preservation & Art, Media Archaeology Lab (PAMAL)",True,"Preservation & Art, Media Archaeology Lab (PAMAL)","保存与艺术媒体考古实验室","Université d'Avignon"
"Preverbal Studio",True,"Preverbal Studio","Preverbal工作室",NULL
"Princeton University",False,"Princeton University","普林斯顿大学",NULL
"Printemps numérique",True,"Printemps numérique","数字春天",NULL
"Proboscis",True,"Proboscis","Proboscis",NULL
"Puce Muse",True,"Puce Muse","Puce Muse",NULL
"Purdue University",False,"Purdue University","普渡大学",NULL
"Qingdao Huanghai College",False,"Qingdao Huanghai College","青岛黄海学院",NULL
"Qinghai Normal University",False,"Qinghai Normal University","青海师范大学",NULL
"Queen Margaret University",False,"Queen Margaret University","玛格丽特皇后大学",NULL
"Queen Mary University of London",False,"Queen Mary University of London","伦敦玛丽女王大学",NULL
"Queen's University",False,"Queen's University","女王大学",NULL
"Queen's University Belfast",False,"Queen's University Belfast","贝尔法斯特女王大学",NULL
"Queensland Conservatorium Griffith University",False,"Griffith University, Queensland Conservatorium","格里菲斯大学昆士兰音乐学院",NULL
"Queensland Department of Environment and Science",True,"Queensland Department of Environment and Science","昆士兰州环境与科学部",NULL
"Queensland University of Technology",False,"Queensland University of Technology","昆士兰科技大学",NULL
"Ramakrishna Mission Vidyamandira",False,"Ramakrishna Mission Vidyamandira","罗摩克里希那传道会学院",NULL
"RaptorXR",True,"RaptorXR","RaptorXR",NULL
"Ravensbourne University London",False,"Ravensbourne University London","伦敦雷文斯本大学",NULL
"RCM Galerie",True,"RCM Galerie","RCM画廊",NULL
"Reality Design Lab",True,"Reality Design Lab","Reality设计实验室",NULL
"Rebel Technologies",True,"Rebel Technologies","Rebel Technologies",NULL
"RECON Labs Inc.",True,"RECON Labs Inc.","RECON实验室公司",NULL
"Regenerate L3C",True,"Regenerate L3C","Regenerate L3C公司",NULL
"Rensselaer Polytechnic Institute",False,"Rensselaer Polytechnic Institute","伦斯勒理工学院",NULL
"Replit, Inc.",True,"Replit, Inc.","Replit公司",NULL
"Research Institute for the History of Science and Technology",True,"Research Institute for the History of Science and Technology","科学技术史研究所",NULL
"Re•Vision: The Centre for Art and Social Justice",True,"Re•Vision: The Centre for Art and Social Justice","Re•Vision：艺术与社会正义中心",NULL
"Rhode Island School of Design",False,"Rhode Island School of Design","罗德岛设计学院",NULL
"Rhodes University",False,"Rhodes University","罗德斯大学",NULL
"Rice University",False,"Rice University","莱斯大学",NULL
"Rinnsoft",True,"Rinnsoft","Rinnsoft",NULL
"Rio de Janeiro State University",False,"Rio de Janeiro State University","里约热内卢州立大学",NULL
"RISEBA University",False,"RISEBA University","RISEBA大学",NULL
"RIXC",True,"RIXC","RIXC",NULL
"RMIT University",False,"RMIT University","皇家墨尔本理工大学",NULL
"Roanoke College",False,"Roanoke College","罗阿诺克学院",NULL
"Robert Gordon University",False,"Robert Gordon University","罗伯特戈登大学",NULL
"Robert Lester Creative",True,"Robert Lester Creative","Robert Lester Creative",NULL
"Rochester Institute of Technology",False,"Rochester Institute of Technology","罗切斯特理工学院",NULL
"Rose Bruford College",False,"Rose Bruford College","罗丝·布鲁福德学院",NULL
"Rosenweg 27",True,"Rosenweg 27","玫瑰路 27 号",NULL
"Rouen Lycée Blaise Pascal",False,"Rouen Lycée Blaise Pascal","鲁昂布莱兹·帕斯卡高中",NULL
"Roy Ascott Studio",True,"Roy Ascott Studio","罗伊·阿斯科特工作室",NULL
"Roy Ascott Technoetic Arts Studio",True,"Roy Ascott Technoetic Arts Studio","罗伊·阿斯科特技术艺术工作室",NULL
"Royal Academy of Fine Arts Antwerp",False,"Royal Academy of Fine Arts Antwerp","安特卫普皇家艺术学院",NULL
"Royal Academy of Fine Arts of Brussels",False,"Royal Academy of Fine Arts of Brussels","布鲁塞尔皇家美术学院",NULL
"Royal Academy of Music",False,"Royal Academy of Music","皇家音乐学院（RAM）",NULL
"Royal College of Art",False,"Royal College of Art","皇家艺术学院",NULL
"Royal College of Music",False,"Royal College of Music","皇家音乐学院（RCM）",NULL
"Royal Conservatoire The Hague",False,"Royal Conservatoire The Hague","海牙皇家音乐学院",NULL
"Royal Holloway, University of London",False,"Royal Holloway, University of London","伦敦大学皇家霍洛威学院",NULL
"Royal Irish Academy of Music",False,"Royal Irish Academy of Music","爱尔兰皇家音乐学院",NULL
"Royal Melbourne Institute of Technology",False,"RMIT University","皇家墨尔本理工大学",NULL
"Royal Ontario Museum",True,"Royal Ontario Museum","皇家安大略博物馆",NULL
"Rutgers University",False,"Rutgers University","罗格斯大学",NULL
"Rutgers, The State University of New Jersey",False,"Rutgers, The State University of New Jersey","罗格斯大学新泽西州立大学",NULL
"RWTH Aachen University",False,"RWTH Aachen University","亚琛工业大学",NULL
"Ryerson University",False,"Ryerson University","瑞尔森大学",NULL
"Réseau Canopé",True,"Réseau Canopé","Canopé网络",NULL
"Saarland University",False,"Saarland University","萨尔大学",NULL
"Sabancı University",False,"Sabancı University","萨班哲大学",NULL
"SACRe-PSL ENS",False,"SACRe-PSL ENS","SACRe-PSL高等师范学院",NULL
"Salesforce AI",True,"Salesforce AI","Salesforce人工智能",NULL
"Salesforce Research",True,"Salesforce Research","Salesforce研究院",NULL
"Salzburg University of Applied Sciences",False,"Salzburg University of Applied Sciences","萨尔茨堡应用科技大学",NULL
"San Diego State University",False,"San Diego State University","圣地亚哥州立大学",NULL
"San Francisco Conservatory of Music",False,"San Francisco Conservatory of Music","旧金山音乐学院",NULL
"San Francisco State University",False,"San Francisco State University","旧金山州立大学",NULL
"San Jose State University",False,"San Jose State University","圣何塞州立大学",NULL
"Sangji University",False,"Sangji University","尚志大学",NULL
"Santa Clara University",False,"Santa Clara University","圣克拉拉大学",NULL
"Sapienza University of Rome",False,"Sapienza University of Rome","罗马第一大学",NULL
"SAT/Metalab",True,"SAT/Metalab","SAT/Metalab",NULL
"School of Advanced Studies, London",True,"School of Advanced Studies, London","伦敦高等研究学院","University of London"
"School of Law (PeaceRep)",True,"School of Law (PeaceRep)","法学院（和平报告研究）",NULL
"School of Planning and Architecture, Bhopal",False,"School of Planning and Architecture, Bhopal","博帕尔规划与建筑学院",NULL
"School of the Art Institute of Chicago",False,"School of the Art Institute of Chicago","芝加哥艺术学院",NULL
"Science Gallery London",True,"Science Gallery London","伦敦科学画廊",NULL
"Scuola Normale Superiore",False,"Scuola Normale Superiore","比萨高等师范学院",NULL
"Seize the Moment Humanities Lab, Leonardo Initiative, Global Futures Lab",True,"Seize the Moment Humanities Lab, Leonardo Initiative, Global Futures Lab","把握时刻人文实验室，莱昂纳多计划，全球未来实验室",NULL
"SELAS Studio",True,"SELAS Studio","SELAS工作室",NULL
"SensiLab, Monash University",True,"SensiLab, Monash University","莫纳什大学SensiLab实验室","Monash University"
"Sensory Engagement Lab",True,"Sensory Engagement Lab","感官参与实验室",NULL
"Seoul National University",False,"Seoul National University","首尔国立大学",NULL
"Seoul National University of Science and Technology",False,"Seoul National University of Science and Technology","首尔科技大学",NULL
"Seoul Women’s University",False,"Seoul Women’s University","首尔女子大学",NULL
"Shaderland",True,"Shaderland","Shaderland",NULL
"Shamoon College of Engineering",False,"Shamoon College of Engineering","沙蒙工程学院",NULL
"Shandong University",False,"Shandong University","山东大学",NULL
"Shanghai Conservatory of Music",False,"Shanghai Conservatory of Music","上海音乐学院",NULL
"Shanghai Institute for Advanced Study of Zhejiang University",True,"Shanghai Institute for Advanced Study of Zhejiang University","浙江大学上海高等研究院",NULL
"Shanghai Institute of Visual Arts",False,"Shanghai Institute of Visual Arts","上海视觉艺术学院",NULL
"Shanghai Jiao Tong University",False,"Shanghai Jiao Tong University","上海交通大学",NULL
"Shanghai University",False,"Shanghai University","上海大学",NULL
"ShanghaiTech University",False,"ShanghaiTech University","上海科技大学",NULL
"Shanxi Normal University",False,"Shanxi Normal University","山西师范大学",NULL
"Shanxi University",False,"Shanxi University","山西大学",NULL
"ShareMusic & Performing Arts",True,"ShareMusic & Performing Arts","ShareMusic与表演艺术",NULL
"Sheffield Hallam University",False,"Sheffield Hallam University","谢菲尔德哈勒姆大学",NULL
"Shenkar College of Engineering, Design and Art",False,"Shenkar College of Engineering, Design and Art","申卡工程、设计与艺术学院",NULL
"Shenzhen University",False,"Shenzhen University","深圳大学",NULL
"Shih Hsin University",False,"Shih Hsin University","世新大学",NULL
"Shippensburg University",False,"Shippensburg University","希彭斯堡大学",NULL
"Shri Mata Vaishno Devi University",False,"Shri Mata Vaishno Devi University","圣玛塔瓦什诺德维大学",NULL
"Sibelius Academy, University of the Arts Helsinki",False,"University of the Arts Helsinki, Sibelius Academy","赫尔辛基艺术大学西贝柳斯学院",NULL
"Sichuan Fine Arts Institute",False,"Sichuan Fine Arts Institute","四川美术学院",NULL
"Sigma Computing",True,"Sigma Computing","Sigma Computing公司",NULL
"Simon Fraser University",False,"Simon Fraser University","西蒙弗雷泽大学",NULL
"Singapore Management University",False,"Singapore Management University","新加坡管理大学",NULL
"Singapore University of Technology and Design",False,"Singapore University of Technology and Design","新加坡科技设计大学",NULL
"Sitara Systems",True,"Sitara Systems","Sitara系统公司",NULL
"Skolkovo Institute of Science and Technology",False,"Skolkovo Institute of Science and Technology","斯科尔科沃科学技术研究院",NULL
"SmarttBot",True,"SmarttBot","SmarttBot",NULL
"SOAS, University of London",False,"SOAS, University of London","伦敦大学亚非学院",NULL
"Société des Arts Technologiques",True,"Société des arts technologiques","技术艺术协会","University of Montreal"
"Sogang University",False,"Sogang University","西江大学",NULL
"Sohag University",False,"Sohag University","索哈格大学",NULL
"Solent University, Southampton",False,"Solent University, Southampton","南安普顿索伦特大学",NULL
"Sonalysts",True,"Sonalysts","Sonalysts公司",NULL
"Sonic Arts and Culture",True,"Sonic Arts and Culture","声音艺术与文化",NULL
"Sonic Objects; Sonic Architecture",True,"Sonic Objects; Sonic Architecture","声音物体；声音建筑",NULL
"Soochow University",False,"Soochow University","苏州大学",NULL
"Soongsil University",False,"Soongsil University","崇实大学",NULL
"Sorbonne Nouvelle University",False,"Sorbonne Nouvelle University","新索邦大学",NULL
"Sorbonne Université",False,"Sorbonne Université","索邦大学",NULL
"Sound and Space Research",True,"Sound and Space Research","声音与空间研究",NULL
"Southeast University",False,"Southeast University","东南大学",NULL
"Southern Cross University",False,"Southern Cross University","南十字星大学",NULL
"Southern Federal University",False,"Southern Federal University","南方联邦大学",NULL
"Southern Methodist University",False,"Southern Methodist University","南方卫理公会大学",NULL
"Southern New Hampshire University",False,"Southern New Hampshire University","南新罕布什尔大学",NULL
"Southern University of Science and Technology",False,"Southern University of Science and Technology","南方科技大学",NULL
"Space Ecologies Art and Design",True,"Space Ecologies Art and Design","空间生态艺术与设计",NULL
"SpaceCraft Inc.",True,"SpaceCraft Inc.","SpaceCraft公司",NULL
"Sparna",True,"Sparna","Sparna公司",NULL
"Spherical Studio",True,"Spherical Studio","Spherical Studio",NULL
"Sputnik Architecture",True,"Sputnik Architecture","斯普特尼克建筑事务所",NULL
"Squidsoup",True,"Squidsoup","Squidsoup",NULL
"Srinakharinwirot University",False,"Srinakharinwirot University","诗纳卡琳威洛大学",NULL
"St. Francis Xavier University",False,"St. Francis Xavier University","圣弗朗西斯泽维尔大学",NULL
"St. Petersburg State University",False,"St. Petersburg State University","圣彼得堡国立大学",NULL
"St. Xavier’s College for Women",False,"St. Xavier’s College for Women","圣泽维尔女子学院",NULL
"Stanford University",False,"Stanford University","斯坦福大学",NULL
"State Key Laboratory of Virtual Reality Technology and Systems, Beihang University",True,"State Key Laboratory of Virtual Reality Technology and Systems, Beihang University","北京航空航天大学虚拟现实技术与系统国家重点实验室","Beihang University"
"State Russian Museum",True,"State Russian Museum","俄罗斯国家博物馆",NULL
"Sterne School - San Francisco",False,"Sterne School - San Francisco","旧金山斯特恩学校",NULL
"stmn, inc.",True,"stmn, inc.","stmn公司",NULL
"STMS Lab Ircam–CNRS–Sorbonne Université",True,"STMS Lab Ircam–CNRS–Sorbonne Université","STMS实验室（Ircam–CNRS–索邦大学）","Sorbonne Université"
"Stockholm University",False,"Stockholm University","斯德哥尔摩大学",NULL
"Stockholm University of the Arts",False,"Stockholm University of the Arts","斯德哥尔摩艺术大学",NULL
"Stony Brook University",False,"Stony Brook University","石溪大学",NULL
"Studio Daniel Temkin (Institution)",True,"Studio Daniel Temkin (Institution)","丹尼尔·坦普金工作室",NULL
"Studio Dust",True,"Studio Dust","Studio Dust",NULL
"STUDIO Ü",True,"STUDIO Ü","Ü工作室",NULL
"Stultifera Navis Institutom",True,"Stultifera Navis Institutom","Stultifera Navis 研究所",NULL
"Sukkur IBA University",False,"Sukkur IBA University","苏库尔管理与应用科学大学",NULL
"Sun Yat-sen University",False,"Sun Yat-sen University","中山大学",NULL
"Sungkyunkwan University",False,"Sungkyunkwan University","成均馆大学",NULL
"Suning e-buy Group Co., Ltd.",True,"Suning e-buy Group Co., Ltd.","苏宁易购集团股份有限公司",NULL
"SUNY At Albany",False,"SUNY At Albany","纽约州立大学奥尔巴尼分校",NULL
"SUNY Polytechnic Institute",False,"State University of New York Polytechnic Institute","纽约州立理工学院",NULL
"SUNY Stony Brook",False,"SUNY Stony Brook","纽约州立大学石溪分校",NULL
"SuperRare.co",True,"SuperRare.co","SuperRare.co",NULL
"SUPSI",False,"SUPSI","瑞士意大利语区专业大学",NULL
"Swansea College of Art, University of Wales Trinity Saint David",False,"University of Wales Trinity Saint David, Swansea College of Art","威尔士三一圣大卫大学斯旺西艺术学院",NULL
"Swarthmore College",False,"Swarthmore College","斯沃斯莫尔学院",NULL
"Swinburne University of Technology",False,"Swinburne University of Technology","斯威本科技大学",NULL
"SymbioticA, University of Western Australia",True,"SymbioticA, University of Western Australia","西澳大利亚大学SymbioticA实验室","The University of Western Australia"
"Syracuse University",False,"Syracuse University","雪城大学",NULL
"Södertörn University",False,"Södertörn University","南斯德哥尔摩大学",NULL
"Tableau",True,"Tableau","Tableau公司",NULL
"Tableau Research",True,"Tableau Research","Tableau研究机构",NULL
"Taipei National University of the Arts",False,"Taipei National University of the Arts","国立台北艺术大学",NULL
"Tallinn University",False,"Tallinn University","塔林大学",NULL
"Tama Art University",False,"Tama Art University","多摩美术大学",NULL
"Tampere University",False,"Tampere University","坦佩雷大学",NULL
"Tarbiat Modares University",False,"Tarbiat Modares University","塔比亚特莫达雷斯大学",NULL
"Technical University of Cluj-Napoca",False,"Technical University of Cluj-Napoca","克卢日-纳波卡技术大学",NULL
"Technical University of Munich",False,"Technical University of Munich","慕尼黑工业大学",NULL
"Technological University Dublin",False,"Technological University Dublin","都柏林理工大学",NULL
"TECNALIA",True,"TECNALIA","TECNALIA研究所",NULL
"TECNALIA, Basque Research and Technology Alliance (BRTA)",True,"TECNALIA, Basque Research and Technology Alliance (BRTA)","TECNALIA，巴斯克研究与技术联盟",NULL
"TecnoCampus (UPF)",True,"TecnoCampus (UPF)","庞培法布拉大学科技园",NULL
"Tekirdağ Namık Kemal University",False,"Tekirdağ Namık Kemal University","泰基尔达南玛尔凯末尔大学",NULL
"TEKS - Trondheim Electronic Arts Centre",True,"TEKS - Trondheim Electronic Arts Centre","特隆赫姆电子艺术中心",NULL
"Tel Aviv University",False,"Tel Aviv University","特拉维夫大学",NULL
"Tencent",True,"Tencent","腾讯",NULL
"Tencent Technology Co., Ltd.",True,"Tencent Technology Co., Ltd.","腾讯科技有限公司",NULL
"Texas A&M University",False,"Texas A&M University","德州农工大学",NULL
"Texas Advanced Computing Center",True,"Texas Advanced Computing Center","德克萨斯高级计算中心",NULL
"Texas State University",False,"Texas State University","德克萨斯州立大学",NULL
"TH OWL",False,"TH OWL","东威斯特法伦-利珀应用科技大学",NULL
"The Australian National University",False,"The Australian National University","澳大利亚国立大学",NULL
"The British Museum, EMKP",True,"The British Museum, EMKP","大英博物馆EMKP项目","University College London"
"The Center for Haptic Audio Interaction Research",True,"The Center for Haptic Audio Interaction Research","触觉音频交互研究中心","School of the Art Institute of Chicago"
"The Chinese University of Hong Kong, Shenzhen",False,"The Chinese University of Hong Kong, Shenzhen","香港中文大学（深圳）",NULL
"The Courtauld Institute of Art",True,"The Courtauld Institute of Art","考陶尔德艺术学院","University of London"
"The Creative Media & Digital Culture Program, Washington State University Vancouver",True,"The Creative Media & Digital Culture Program, Washington State University Vancouver","华盛顿州立大学温哥华分校创意媒体与数字文化项目","Washington State University Vancouver"
"The Cyprus Institute",True,"The Cyprus Institute","塞浦路斯研究所",NULL
"The Education University of Hong Kong",False,"The Education University of Hong Kong","香港教育大学",NULL
"The European Graduate School",False,"The European Graduate School","欧洲研究生院",NULL
"The Fields Institute for Research in Mathematical Sciences",True,"The Fields Institute for Research in Mathematical Sciences","菲尔兹数学科学研究所","University of Toronto"
"The Hague University of Applied Sciences",False,"The Hague University of Applied Sciences","海牙应用科技大学",NULL
"The Hebrew University",False,"The Hebrew University","希伯来大学",NULL
"The Hebrew University of Jerusalem",False,"The Hebrew University of Jerusalem","耶路撒冷希伯来大学",NULL
"The Hong Kong Polytechnic University",False,"The Hong Kong Polytechnic University","香港理工大学",NULL
"The Hong Kong University of Science and Technology",False,"The Hong Kong University of Science and Technology","香港科技大学",NULL
"The Hong Kong University of Science and Technology (Guangzhou)",False,"The Hong Kong University of Science and Technology (Guangzhou)","香港科技大学（广州）",NULL
"The Metropolitan Museum of Art",True,"The Metropolitan Museum of Art","大都会艺术博物馆",NULL
"The MITRE Corporation",True,"The MITRE Corporation","MITRE 公司",NULL
"The Momus Collective",True,"The Momus Collective","The Momus Collective",NULL
"The National Institute of Amazonian Research",True,"The National Institute of Amazonian Research","亚马逊国家研究所",NULL
"The Netherlands Institute for Sound and Vision",True,"The Netherlands Institute for Sound and Vision","荷兰声音与视觉研究所",NULL
"The New School",False,"The New School","新学院",NULL
"The Norwegian Film School",False,"The Norwegian Film School","挪威电影学院",NULL
"The Ohio State University",False,"The Ohio State University","俄亥俄州立大学",NULL
"The Open University",False,"The Open University","英国开放大学",NULL
"The Patching Zone",True,"The Patching Zone","The Patching Zone","Codarts Rotterdam"
"The Royal Central School of Speech and Drama",False,"The Royal Central School of Speech and Drama","皇家中央演讲与戏剧学院",NULL
"The State University of New York",False,"The State University of New York","纽约州立大学",NULL
"The University of Auckland",False,"The University of Auckland","奥克兰大学",NULL
"The University of British Columbia",False,"The University of British Columbia","英属哥伦比亚大学",NULL
"The University of Edinburgh",False,"The University of Edinburgh","爱丁堡大学",NULL
"The University of Glasgow",False,"The University of Glasgow","格拉斯哥大学",NULL
"The University of Hong Kong",False,"The University of Hong Kong","香港大学",NULL
"The University of Jordan",False,"The University of Jordan","约旦大学",NULL
"The University of Melbourne",False,"The University of Melbourne","墨尔本大学",NULL
"The University of Michigan",False,"The University of Michigan","密歇根大学",NULL
"The University of New South Wales",False,"The University of New South Wales","新南威尔士大学",NULL
"The University of Sheffield",False,"The University of Sheffield","谢菲尔德大学",NULL
"The University of South Florida",False,"The University of South Florida","南佛罗里达大学",NULL
"The University of Sydney",False,"The University of Sydney","悉尼大学",NULL
"The University of Texas at Austin",False,"The University of Texas at Austin","德克萨斯大学奥斯汀分校",NULL
"The University of Texas at Dallas",False,"The University of Texas at Dallas","德克萨斯大学达拉斯分校",NULL
"The University of Texas Rio Grande Valley",False,"The University of Texas Rio Grande Valley","德克萨斯大学里奥格兰德河谷分校",NULL
"The University of Tokyo",False,"The University of Tokyo","东京大学",NULL
"The University of Utah",False,"The University of Utah","犹他大学",NULL
"The University of Western Australia",False,"The University of Western Australia","西澳大利亚大学",NULL
"The University of Western Ontario",False,"The University of Western Ontario","西安大略大学",NULL
"Theia Interactive",True,"Theia Interactive","Theia Interactive",NULL
"Thessaloniki Concert Hall",True,"Thessaloniki Concert Hall","塞萨洛尼基音乐厅",NULL
